COD_RECTYPE,COD_MODULE,COD_TS_FORMAT,COD_INT_COL,IDENTIFIER,COD_COL,COD_TAG_POS,COD_TAG_MODE,COD_TYPE,COD_TNAME,COD_CUBE_FORMAT,COD_CUBE_DEFAULTS,COD_CUBE_REFCHKS,COD_CUBE_COL,FLG_CUBE,COD_CUBE_DEFIND,COD_CUBE_KEYCNT,COD_CUBE_FUNCID,COD_CUBE_MAND,COD_CUBE_FLDNAME,COD_CUBE_KEYFLDS,COD_CUBE_DTYPE,COD_CUBE_DLENGTH,COD_CUBE_TRACK,COD_CUBE_MODIND,COD_PROC_TAG,COD_HEADER,COD_DATA_LENGTH,COD_DATA_TYPE,COD_MANDATORY,TYPE_OF_INTERFACE,MULTI_RECORD,FUNCTION_ID
COD_RECTYPE_111,CO,COD_TS_FORMAT_111,424469,IDENTIFIER_111,COD_COL_111,COD_TAG_POS_111,COD_TAG_MODE_111,C,Cod Tname 111,COD_CUBE_FORMAT_111,COD_CUBE_DEFAULTS_111,COD_CUBE_REFCHKS_111,241457,F,COD_CUBE_DEFIND_111,925978,COD_CUBE_FUNCID_111,COD_CUBE_MAND_111,Cod Cube Fldname 111,COD_CUBE_KEYFLDS_111,COD_CUBE_DTYPE_111,COD_CUBE_DLENGTH_111,COD_CUBE_TRACK_111,COD_CUBE_MODIND_111,COD_PROC_TAG_111,785685,COD_DATA_LENGTH_111,COD_DATA_TYPE_111,COD_MANDATORY_111,T,M,FUNCTION_ID_111
COD_RECTYPE_112,CO,COD_TS_FORMAT_112,229710,IDENTIFIER_112,COD_COL_112,COD_TAG_POS_112,COD_TAG_MODE_112,C,Cod Tname 112,COD_CUBE_FORMAT_112,COD_CUBE_DEFAULTS_112,COD_CUBE_REFCHKS_112,107352,F,COD_CUBE_DEFIND_112,246317,COD_CUBE_FUNCID_112,COD_CUBE_MAND_112,Cod Cube Fldname 112,COD_CUBE_KEYFLDS_112,COD_CUBE_DTYPE_112,COD_CUBE_DLENGTH_112,COD_CUBE_TRACK_112,COD_CUBE_MODIND_112,COD_PROC_TAG_112,724408,COD_DATA_LENGTH_112,COD_DATA_TYPE_112,COD_MANDATORY_112,T,M,FUNCTION_ID_112
COD_RECTYPE_113,CO,COD_TS_FORMAT_113,794436,IDENTIFIER_113,COD_COL_113,COD_TAG_POS_113,COD_TAG_MODE_113,C,Cod Tname 113,COD_CUBE_FORMAT_113,COD_CUBE_DEFAULTS_113,COD_CUBE_REFCHKS_113,518720,F,COD_CUBE_DEFIND_113,801905,COD_CUBE_FUNCID_113,COD_CUBE_MAND_113,Cod Cube Fldname 113,COD_CUBE_KEYFLDS_113,COD_CUBE_DTYPE_113,COD_CUBE_DLENGTH_113,COD_CUBE_TRACK_113,COD_CUBE_MODIND_113,COD_PROC_TAG_113,297625,COD_DATA_LENGTH_113,COD_DATA_TYPE_113,COD_MANDATORY_113,T,M,FUNCTION_ID_113
COD_RECTYPE_114,CO,COD_TS_FORMAT_114,569324,IDENTIFIER_114,COD_COL_114,COD_TAG_POS_114,COD_TAG_MODE_114,C,Cod Tname 114,COD_CUBE_FORMAT_114,COD_CUBE_DEFAULTS_114,COD_CUBE_REFCHKS_114,306686,F,COD_CUBE_DEFIND_114,732138,COD_CUBE_FUNCID_114,COD_CUBE_MAND_114,Cod Cube Fldname 114,COD_CUBE_KEYFLDS_114,COD_CUBE_DTYPE_114,COD_CUBE_DLENGTH_114,COD_CUBE_TRACK_114,COD_CUBE_MODIND_114,COD_PROC_TAG_114,188424,COD_DATA_LENGTH_114,COD_DATA_TYPE_114,COD_MANDATORY_114,T,M,FUNCTION_ID_114
COD_RECTYPE_115,CO,COD_TS_FORMAT_115,815350,IDENTIFIER_115,COD_COL_115,COD_TAG_POS_115,COD_TAG_MODE_115,C,Cod Tname 115,COD_CUBE_FORMAT_115,COD_CUBE_DEFAULTS_115,COD_CUBE_REFCHKS_115,342797,F,COD_CUBE_DEFIND_115,146422,COD_CUBE_FUNCID_115,COD_CUBE_MAND_115,Cod Cube Fldname 115,COD_CUBE_KEYFLDS_115,COD_CUBE_DTYPE_115,COD_CUBE_DLENGTH_115,COD_CUBE_TRACK_115,COD_CUBE_MODIND_115,COD_PROC_TAG_115,470176,COD_DATA_LENGTH_115,COD_DATA_TYPE_115,COD_MANDATORY_115,T,M,FUNCTION_ID_115
COD_RECTYPE_116,CO,COD_TS_FORMAT_116,402963,IDENTIFIER_116,COD_COL_116,COD_TAG_POS_116,COD_TAG_MODE_116,C,Cod Tname 116,COD_CUBE_FORMAT_116,COD_CUBE_DEFAULTS_116,COD_CUBE_REFCHKS_116,482675,F,COD_CUBE_DEFIND_116,880464,COD_CUBE_FUNCID_116,COD_CUBE_MAND_116,Cod Cube Fldname 116,COD_CUBE_KEYFLDS_116,COD_CUBE_DTYPE_116,COD_CUBE_DLENGTH_116,COD_CUBE_TRACK_116,COD_CUBE_MODIND_116,COD_PROC_TAG_116,834973,COD_DATA_LENGTH_116,COD_DATA_TYPE_116,COD_MANDATORY_116,T,M,FUNCTION_ID_116
COD_RECTYPE_117,CO,COD_TS_FORMAT_117,818963,IDENTIFIER_117,COD_COL_117,COD_TAG_POS_117,COD_TAG_MODE_117,C,Cod Tname 117,COD_CUBE_FORMAT_117,COD_CUBE_DEFAULTS_117,COD_CUBE_REFCHKS_117,383580,F,COD_CUBE_DEFIND_117,286756,COD_CUBE_FUNCID_117,COD_CUBE_MAND_117,Cod Cube Fldname 117,COD_CUBE_KEYFLDS_117,COD_CUBE_DTYPE_117,COD_CUBE_DLENGTH_117,COD_CUBE_TRACK_117,COD_CUBE_MODIND_117,COD_PROC_TAG_117,535555,COD_DATA_LENGTH_117,COD_DATA_TYPE_117,COD_MANDATORY_117,T,M,FUNCTION_ID_117
COD_RECTYPE_118,CO,COD_TS_FORMAT_118,100192,IDENTIFIER_118,COD_COL_118,COD_TAG_POS_118,COD_TAG_MODE_118,C,Cod Tname 118,COD_CUBE_FORMAT_118,COD_CUBE_DEFAULTS_118,COD_CUBE_REFCHKS_118,937785,F,COD_CUBE_DEFIND_118,815165,COD_CUBE_FUNCID_118,COD_CUBE_MAND_118,Cod Cube Fldname 118,COD_CUBE_KEYFLDS_118,COD_CUBE_DTYPE_118,COD_CUBE_DLENGTH_118,COD_CUBE_TRACK_118,COD_CUBE_MODIND_118,COD_PROC_TAG_118,499358,COD_DATA_LENGTH_118,COD_DATA_TYPE_118,COD_MANDATORY_118,T,M,FUNCTION_ID_118
COD_RECTYPE_119,CO,COD_TS_FORMAT_119,94119,IDENTIFIER_119,COD_COL_119,COD_TAG_POS_119,COD_TAG_MODE_119,C,Cod Tname 119,COD_CUBE_FORMAT_119,COD_CUBE_DEFAULTS_119,COD_CUBE_REFCHKS_119,303860,F,COD_CUBE_DEFIND_119,180086,COD_CUBE_FUNCID_119,COD_CUBE_MAND_119,Cod Cube Fldname 119,COD_CUBE_KEYFLDS_119,COD_CUBE_DTYPE_119,COD_CUBE_DLENGTH_119,COD_CUBE_TRACK_119,COD_CUBE_MODIND_119,COD_PROC_TAG_119,858782,COD_DATA_LENGTH_119,COD_DATA_TYPE_119,COD_MANDATORY_119,T,M,FUNCTION_ID_119
COD_RECTYPE_120,CO,COD_TS_FORMAT_120,222792,IDENTIFIER_120,COD_COL_120,COD_TAG_POS_120,COD_TAG_MODE_120,C,Cod Tname 120,COD_CUBE_FORMAT_120,COD_CUBE_DEFAULTS_120,COD_CUBE_REFCHKS_120,589110,F,COD_CUBE_DEFIND_120,644565,COD_CUBE_FUNCID_120,COD_CUBE_MAND_120,Cod Cube Fldname 120,COD_CUBE_KEYFLDS_120,COD_CUBE_DTYPE_120,COD_CUBE_DLENGTH_120,COD_CUBE_TRACK_120,COD_CUBE_MODIND_120,COD_PROC_TAG_120,596780,COD_DATA_LENGTH_120,COD_DATA_TYPE_120,COD_MANDATORY_120,T,M,FUNCTION_ID_120
COD_RECTYPE_121,CO,COD_TS_FORMAT_121,69877,IDENTIFIER_121,COD_COL_121,COD_TAG_POS_121,COD_TAG_MODE_121,C,Cod Tname 121,COD_CUBE_FORMAT_121,COD_CUBE_DEFAULTS_121,COD_CUBE_REFCHKS_121,971459,F,COD_CUBE_DEFIND_121,804506,COD_CUBE_FUNCID_121,COD_CUBE_MAND_121,Cod Cube Fldname 121,COD_CUBE_KEYFLDS_121,COD_CUBE_DTYPE_121,COD_CUBE_DLENGTH_121,COD_CUBE_TRACK_121,COD_CUBE_MODIND_121,COD_PROC_TAG_121,602240,COD_DATA_LENGTH_121,COD_DATA_TYPE_121,COD_MANDATORY_121,T,M,FUNCTION_ID_121
COD_RECTYPE_122,CO,COD_TS_FORMAT_122,829721,IDENTIFIER_122,COD_COL_122,COD_TAG_POS_122,COD_TAG_MODE_122,C,Cod Tname 122,COD_CUBE_FORMAT_122,COD_CUBE_DEFAULTS_122,COD_CUBE_REFCHKS_122,452745,F,COD_CUBE_DEFIND_122,873335,COD_CUBE_FUNCID_122,COD_CUBE_MAND_122,Cod Cube Fldname 122,COD_CUBE_KEYFLDS_122,COD_CUBE_DTYPE_122,COD_CUBE_DLENGTH_122,COD_CUBE_TRACK_122,COD_CUBE_MODIND_122,COD_PROC_TAG_122,32576,COD_DATA_LENGTH_122,COD_DATA_TYPE_122,COD_MANDATORY_122,T,M,FUNCTION_ID_122
COD_RECTYPE_123,CO,COD_TS_FORMAT_123,60730,IDENTIFIER_123,COD_COL_123,COD_TAG_POS_123,COD_TAG_MODE_123,C,Cod Tname 123,COD_CUBE_FORMAT_123,COD_CUBE_DEFAULTS_123,COD_CUBE_REFCHKS_123,756873,F,COD_CUBE_DEFIND_123,549784,COD_CUBE_FUNCID_123,COD_CUBE_MAND_123,Cod Cube Fldname 123,COD_CUBE_KEYFLDS_123,COD_CUBE_DTYPE_123,COD_CUBE_DLENGTH_123,COD_CUBE_TRACK_123,COD_CUBE_MODIND_123,COD_PROC_TAG_123,605440,COD_DATA_LENGTH_123,COD_DATA_TYPE_123,COD_MANDATORY_123,T,M,FUNCTION_ID_123
COD_RECTYPE_124,CO,COD_TS_FORMAT_124,704330,IDENTIFIER_124,COD_COL_124,COD_TAG_POS_124,COD_TAG_MODE_124,C,Cod Tname 124,COD_CUBE_FORMAT_124,COD_CUBE_DEFAULTS_124,COD_CUBE_REFCHKS_124,158184,F,COD_CUBE_DEFIND_124,599918,COD_CUBE_FUNCID_124,COD_CUBE_MAND_124,Cod Cube Fldname 124,COD_CUBE_KEYFLDS_124,COD_CUBE_DTYPE_124,COD_CUBE_DLENGTH_124,COD_CUBE_TRACK_124,COD_CUBE_MODIND_124,COD_PROC_TAG_124,52085,COD_DATA_LENGTH_124,COD_DATA_TYPE_124,COD_MANDATORY_124,T,M,FUNCTION_ID_124
COD_RECTYPE_125,CO,COD_TS_FORMAT_125,466908,IDENTIFIER_125,COD_COL_125,COD_TAG_POS_125,COD_TAG_MODE_125,C,Cod Tname 125,COD_CUBE_FORMAT_125,COD_CUBE_DEFAULTS_125,COD_CUBE_REFCHKS_125,613818,F,COD_CUBE_DEFIND_125,669453,COD_CUBE_FUNCID_125,COD_CUBE_MAND_125,Cod Cube Fldname 125,COD_CUBE_KEYFLDS_125,COD_CUBE_DTYPE_125,COD_CUBE_DLENGTH_125,COD_CUBE_TRACK_125,COD_CUBE_MODIND_125,COD_PROC_TAG_125,135841,COD_DATA_LENGTH_125,COD_DATA_TYPE_125,COD_MANDATORY_125,T,M,FUNCTION_ID_125
COD_RECTYPE_126,CO,COD_TS_FORMAT_126,676305,IDENTIFIER_126,COD_COL_126,COD_TAG_POS_126,COD_TAG_MODE_126,C,Cod Tname 126,COD_CUBE_FORMAT_126,COD_CUBE_DEFAULTS_126,COD_CUBE_REFCHKS_126,171539,F,COD_CUBE_DEFIND_126,12758,COD_CUBE_FUNCID_126,COD_CUBE_MAND_126,Cod Cube Fldname 126,COD_CUBE_KEYFLDS_126,COD_CUBE_DTYPE_126,COD_CUBE_DLENGTH_126,COD_CUBE_TRACK_126,COD_CUBE_MODIND_126,COD_PROC_TAG_126,571023,COD_DATA_LENGTH_126,COD_DATA_TYPE_126,COD_MANDATORY_126,T,M,FUNCTION_ID_126
COD_RECTYPE_127,CO,COD_TS_FORMAT_127,984260,IDENTIFIER_127,COD_COL_127,COD_TAG_POS_127,COD_TAG_MODE_127,C,Cod Tname 127,COD_CUBE_FORMAT_127,COD_CUBE_DEFAULTS_127,COD_CUBE_REFCHKS_127,169429,F,COD_CUBE_DEFIND_127,779074,COD_CUBE_FUNCID_127,COD_CUBE_MAND_127,Cod Cube Fldname 127,COD_CUBE_KEYFLDS_127,COD_CUBE_DTYPE_127,COD_CUBE_DLENGTH_127,COD_CUBE_TRACK_127,COD_CUBE_MODIND_127,COD_PROC_TAG_127,977967,COD_DATA_LENGTH_127,COD_DATA_TYPE_127,COD_MANDATORY_127,T,M,FUNCTION_ID_127
COD_RECTYPE_128,CO,COD_TS_FORMAT_128,46586,IDENTIFIER_128,COD_COL_128,COD_TAG_POS_128,COD_TAG_MODE_128,C,Cod Tname 128,COD_CUBE_FORMAT_128,COD_CUBE_DEFAULTS_128,COD_CUBE_REFCHKS_128,759321,F,COD_CUBE_DEFIND_128,869996,COD_CUBE_FUNCID_128,COD_CUBE_MAND_128,Cod Cube Fldname 128,COD_CUBE_KEYFLDS_128,COD_CUBE_DTYPE_128,COD_CUBE_DLENGTH_128,COD_CUBE_TRACK_128,COD_CUBE_MODIND_128,COD_PROC_TAG_128,758564,COD_DATA_LENGTH_128,COD_DATA_TYPE_128,COD_MANDATORY_128,T,M,FUNCTION_ID_128
COD_RECTYPE_129,CO,COD_TS_FORMAT_129,323351,IDENTIFIER_129,COD_COL_129,COD_TAG_POS_129,COD_TAG_MODE_129,C,Cod Tname 129,COD_CUBE_FORMAT_129,COD_CUBE_DEFAULTS_129,COD_CUBE_REFCHKS_129,303525,F,COD_CUBE_DEFIND_129,610974,COD_CUBE_FUNCID_129,COD_CUBE_MAND_129,Cod Cube Fldname 129,COD_CUBE_KEYFLDS_129,COD_CUBE_DTYPE_129,COD_CUBE_DLENGTH_129,COD_CUBE_TRACK_129,COD_CUBE_MODIND_129,COD_PROC_TAG_129,354570,COD_DATA_LENGTH_129,COD_DATA_TYPE_129,COD_MANDATORY_129,T,M,FUNCTION_ID_129
COD_RECTYPE_130,CO,COD_TS_FORMAT_130,586140,IDENTIFIER_130,COD_COL_130,COD_TAG_POS_130,COD_TAG_MODE_130,C,Cod Tname 130,COD_CUBE_FORMAT_130,COD_CUBE_DEFAULTS_130,COD_CUBE_REFCHKS_130,616345,F,COD_CUBE_DEFIND_130,681136,COD_CUBE_FUNCID_130,COD_CUBE_MAND_130,Cod Cube Fldname 130,COD_CUBE_KEYFLDS_130,COD_CUBE_DTYPE_130,COD_CUBE_DLENGTH_130,COD_CUBE_TRACK_130,COD_CUBE_MODIND_130,COD_PROC_TAG_130,161856,COD_DATA_LENGTH_130,COD_DATA_TYPE_130,COD_MANDATORY_130,T,M,FUNCTION_ID_130
COD_RECTYPE_131,CO,COD_TS_FORMAT_131,571651,IDENTIFIER_131,COD_COL_131,COD_TAG_POS_131,COD_TAG_MODE_131,C,Cod Tname 131,COD_CUBE_FORMAT_131,COD_CUBE_DEFAULTS_131,COD_CUBE_REFCHKS_131,978479,F,COD_CUBE_DEFIND_131,260788,COD_CUBE_FUNCID_131,COD_CUBE_MAND_131,Cod Cube Fldname 131,COD_CUBE_KEYFLDS_131,COD_CUBE_DTYPE_131,COD_CUBE_DLENGTH_131,COD_CUBE_TRACK_131,COD_CUBE_MODIND_131,COD_PROC_TAG_131,16388,COD_DATA_LENGTH_131,COD_DATA_TYPE_131,COD_MANDATORY_131,T,M,FUNCTION_ID_131
COD_RECTYPE_132,CO,COD_TS_FORMAT_132,239789,IDENTIFIER_132,COD_COL_132,COD_TAG_POS_132,COD_TAG_MODE_132,C,Cod Tname 132,COD_CUBE_FORMAT_132,COD_CUBE_DEFAULTS_132,COD_CUBE_REFCHKS_132,88391,F,COD_CUBE_DEFIND_132,709475,COD_CUBE_FUNCID_132,COD_CUBE_MAND_132,Cod Cube Fldname 132,COD_CUBE_KEYFLDS_132,COD_CUBE_DTYPE_132,COD_CUBE_DLENGTH_132,COD_CUBE_TRACK_132,COD_CUBE_MODIND_132,COD_PROC_TAG_132,133079,COD_DATA_LENGTH_132,COD_DATA_TYPE_132,COD_MANDATORY_132,T,M,FUNCTION_ID_132
COD_RECTYPE_133,CO,COD_TS_FORMAT_133,194473,IDENTIFIER_133,COD_COL_133,COD_TAG_POS_133,COD_TAG_MODE_133,C,Cod Tname 133,COD_CUBE_FORMAT_133,COD_CUBE_DEFAULTS_133,COD_CUBE_REFCHKS_133,832095,F,COD_CUBE_DEFIND_133,37801,COD_CUBE_FUNCID_133,COD_CUBE_MAND_133,Cod Cube Fldname 133,COD_CUBE_KEYFLDS_133,COD_CUBE_DTYPE_133,COD_CUBE_DLENGTH_133,COD_CUBE_TRACK_133,COD_CUBE_MODIND_133,COD_PROC_TAG_133,490008,COD_DATA_LENGTH_133,COD_DATA_TYPE_133,COD_MANDATORY_133,T,M,FUNCTION_ID_133
COD_RECTYPE_134,CO,COD_TS_FORMAT_134,561370,IDENTIFIER_134,COD_COL_134,COD_TAG_POS_134,COD_TAG_MODE_134,C,Cod Tname 134,COD_CUBE_FORMAT_134,COD_CUBE_DEFAULTS_134,COD_CUBE_REFCHKS_134,142642,F,COD_CUBE_DEFIND_134,699568,COD_CUBE_FUNCID_134,COD_CUBE_MAND_134,Cod Cube Fldname 134,COD_CUBE_KEYFLDS_134,COD_CUBE_DTYPE_134,COD_CUBE_DLENGTH_134,COD_CUBE_TRACK_134,COD_CUBE_MODIND_134,COD_PROC_TAG_134,790000,COD_DATA_LENGTH_134,COD_DATA_TYPE_134,COD_MANDATORY_134,T,M,FUNCTION_ID_134
COD_RECTYPE_135,CO,COD_TS_FORMAT_135,613962,IDENTIFIER_135,COD_COL_135,COD_TAG_POS_135,COD_TAG_MODE_135,C,Cod Tname 135,COD_CUBE_FORMAT_135,COD_CUBE_DEFAULTS_135,COD_CUBE_REFCHKS_135,870972,F,COD_CUBE_DEFIND_135,457924,COD_CUBE_FUNCID_135,COD_CUBE_MAND_135,Cod Cube Fldname 135,COD_CUBE_KEYFLDS_135,COD_CUBE_DTYPE_135,COD_CUBE_DLENGTH_135,COD_CUBE_TRACK_135,COD_CUBE_MODIND_135,COD_PROC_TAG_135,318933,COD_DATA_LENGTH_135,COD_DATA_TYPE_135,COD_MANDATORY_135,T,M,FUNCTION_ID_135
COD_RECTYPE_136,CO,COD_TS_FORMAT_136,619742,IDENTIFIER_136,COD_COL_136,COD_TAG_POS_136,COD_TAG_MODE_136,C,Cod Tname 136,COD_CUBE_FORMAT_136,COD_CUBE_DEFAULTS_136,COD_CUBE_REFCHKS_136,486778,F,COD_CUBE_DEFIND_136,181040,COD_CUBE_FUNCID_136,COD_CUBE_MAND_136,Cod Cube Fldname 136,COD_CUBE_KEYFLDS_136,COD_CUBE_DTYPE_136,COD_CUBE_DLENGTH_136,COD_CUBE_TRACK_136,COD_CUBE_MODIND_136,COD_PROC_TAG_136,951650,COD_DATA_LENGTH_136,COD_DATA_TYPE_136,COD_MANDATORY_136,T,M,FUNCTION_ID_136
COD_RECTYPE_137,CO,COD_TS_FORMAT_137,686805,IDENTIFIER_137,COD_COL_137,COD_TAG_POS_137,COD_TAG_MODE_137,C,Cod Tname 137,COD_CUBE_FORMAT_137,COD_CUBE_DEFAULTS_137,COD_CUBE_REFCHKS_137,319447,F,COD_CUBE_DEFIND_137,392713,COD_CUBE_FUNCID_137,COD_CUBE_MAND_137,Cod Cube Fldname 137,COD_CUBE_KEYFLDS_137,COD_CUBE_DTYPE_137,COD_CUBE_DLENGTH_137,COD_CUBE_TRACK_137,COD_CUBE_MODIND_137,COD_PROC_TAG_137,614320,COD_DATA_LENGTH_137,COD_DATA_TYPE_137,COD_MANDATORY_137,T,M,FUNCTION_ID_137
COD_RECTYPE_138,CO,COD_TS_FORMAT_138,539595,IDENTIFIER_138,COD_COL_138,COD_TAG_POS_138,COD_TAG_MODE_138,C,Cod Tname 138,COD_CUBE_FORMAT_138,COD_CUBE_DEFAULTS_138,COD_CUBE_REFCHKS_138,666477,F,COD_CUBE_DEFIND_138,592655,COD_CUBE_FUNCID_138,COD_CUBE_MAND_138,Cod Cube Fldname 138,COD_CUBE_KEYFLDS_138,COD_CUBE_DTYPE_138,COD_CUBE_DLENGTH_138,COD_CUBE_TRACK_138,COD_CUBE_MODIND_138,COD_PROC_TAG_138,370505,COD_DATA_LENGTH_138,COD_DATA_TYPE_138,COD_MANDATORY_138,T,M,FUNCTION_ID_138
COD_RECTYPE_139,CO,COD_TS_FORMAT_139,538144,IDENTIFIER_139,COD_COL_139,COD_TAG_POS_139,COD_TAG_MODE_139,C,Cod Tname 139,COD_CUBE_FORMAT_139,COD_CUBE_DEFAULTS_139,COD_CUBE_REFCHKS_139,629692,F,COD_CUBE_DEFIND_139,143305,COD_CUBE_FUNCID_139,COD_CUBE_MAND_139,Cod Cube Fldname 139,COD_CUBE_KEYFLDS_139,COD_CUBE_DTYPE_139,COD_CUBE_DLENGTH_139,COD_CUBE_TRACK_139,COD_CUBE_MODIND_139,COD_PROC_TAG_139,782835,COD_DATA_LENGTH_139,COD_DATA_TYPE_139,COD_MANDATORY_139,T,M,FUNCTION_ID_139
COD_RECTYPE_140,CO,COD_TS_FORMAT_140,816317,IDENTIFIER_140,COD_COL_140,COD_TAG_POS_140,COD_TAG_MODE_140,C,Cod Tname 140,COD_CUBE_FORMAT_140,COD_CUBE_DEFAULTS_140,COD_CUBE_REFCHKS_140,737637,F,COD_CUBE_DEFIND_140,293235,COD_CUBE_FUNCID_140,COD_CUBE_MAND_140,Cod Cube Fldname 140,COD_CUBE_KEYFLDS_140,COD_CUBE_DTYPE_140,COD_CUBE_DLENGTH_140,COD_CUBE_TRACK_140,COD_CUBE_MODIND_140,COD_PROC_TAG_140,992917,COD_DATA_LENGTH_140,COD_DATA_TYPE_140,COD_MANDATORY_140,T,M,FUNCTION_ID_140
COD_RECTYPE_141,CO,COD_TS_FORMAT_141,226685,IDENTIFIER_141,COD_COL_141,COD_TAG_POS_141,COD_TAG_MODE_141,C,Cod Tname 141,COD_CUBE_FORMAT_141,COD_CUBE_DEFAULTS_141,COD_CUBE_REFCHKS_141,359918,F,COD_CUBE_DEFIND_141,659312,COD_CUBE_FUNCID_141,COD_CUBE_MAND_141,Cod Cube Fldname 141,COD_CUBE_KEYFLDS_141,COD_CUBE_DTYPE_141,COD_CUBE_DLENGTH_141,COD_CUBE_TRACK_141,COD_CUBE_MODIND_141,COD_PROC_TAG_141,207068,COD_DATA_LENGTH_141,COD_DATA_TYPE_141,COD_MANDATORY_141,T,M,FUNCTION_ID_141
COD_RECTYPE_142,CO,COD_TS_FORMAT_142,696283,IDENTIFIER_142,COD_COL_142,COD_TAG_POS_142,COD_TAG_MODE_142,C,Cod Tname 142,COD_CUBE_FORMAT_142,COD_CUBE_DEFAULTS_142,COD_CUBE_REFCHKS_142,199182,F,COD_CUBE_DEFIND_142,655452,COD_CUBE_FUNCID_142,COD_CUBE_MAND_142,Cod Cube Fldname 142,COD_CUBE_KEYFLDS_142,COD_CUBE_DTYPE_142,COD_CUBE_DLENGTH_142,COD_CUBE_TRACK_142,COD_CUBE_MODIND_142,COD_PROC_TAG_142,462390,COD_DATA_LENGTH_142,COD_DATA_TYPE_142,COD_MANDATORY_142,T,M,FUNCTION_ID_142
COD_RECTYPE_143,CO,COD_TS_FORMAT_143,496330,IDENTIFIER_143,COD_COL_143,COD_TAG_POS_143,COD_TAG_MODE_143,C,Cod Tname 143,COD_CUBE_FORMAT_143,COD_CUBE_DEFAULTS_143,COD_CUBE_REFCHKS_143,209365,F,COD_CUBE_DEFIND_143,295835,COD_CUBE_FUNCID_143,COD_CUBE_MAND_143,Cod Cube Fldname 143,COD_CUBE_KEYFLDS_143,COD_CUBE_DTYPE_143,COD_CUBE_DLENGTH_143,COD_CUBE_TRACK_143,COD_CUBE_MODIND_143,COD_PROC_TAG_143,921527,COD_DATA_LENGTH_143,COD_DATA_TYPE_143,COD_MANDATORY_143,T,M,FUNCTION_ID_143
COD_RECTYPE_144,CO,COD_TS_FORMAT_144,188141,IDENTIFIER_144,COD_COL_144,COD_TAG_POS_144,COD_TAG_MODE_144,C,Cod Tname 144,COD_CUBE_FORMAT_144,COD_CUBE_DEFAULTS_144,COD_CUBE_REFCHKS_144,413476,F,COD_CUBE_DEFIND_144,94307,COD_CUBE_FUNCID_144,COD_CUBE_MAND_144,Cod Cube Fldname 144,COD_CUBE_KEYFLDS_144,COD_CUBE_DTYPE_144,COD_CUBE_DLENGTH_144,COD_CUBE_TRACK_144,COD_CUBE_MODIND_144,COD_PROC_TAG_144,529748,COD_DATA_LENGTH_144,COD_DATA_TYPE_144,COD_MANDATORY_144,T,M,FUNCTION_ID_144
COD_RECTYPE_145,CO,COD_TS_FORMAT_145,57594,IDENTIFIER_145,COD_COL_145,COD_TAG_POS_145,COD_TAG_MODE_145,C,Cod Tname 145,COD_CUBE_FORMAT_145,COD_CUBE_DEFAULTS_145,COD_CUBE_REFCHKS_145,858109,F,COD_CUBE_DEFIND_145,112109,COD_CUBE_FUNCID_145,COD_CUBE_MAND_145,Cod Cube Fldname 145,COD_CUBE_KEYFLDS_145,COD_CUBE_DTYPE_145,COD_CUBE_DLENGTH_145,COD_CUBE_TRACK_145,COD_CUBE_MODIND_145,COD_PROC_TAG_145,127657,COD_DATA_LENGTH_145,COD_DATA_TYPE_145,COD_MANDATORY_145,T,M,FUNCTION_ID_145
COD_RECTYPE_146,CO,COD_TS_FORMAT_146,82062,IDENTIFIER_146,COD_COL_146,COD_TAG_POS_146,COD_TAG_MODE_146,C,Cod Tname 146,COD_CUBE_FORMAT_146,COD_CUBE_DEFAULTS_146,COD_CUBE_REFCHKS_146,947779,F,COD_CUBE_DEFIND_146,441689,COD_CUBE_FUNCID_146,COD_CUBE_MAND_146,Cod Cube Fldname 146,COD_CUBE_KEYFLDS_146,COD_CUBE_DTYPE_146,COD_CUBE_DLENGTH_146,COD_CUBE_TRACK_146,COD_CUBE_MODIND_146,COD_PROC_TAG_146,535656,COD_DATA_LENGTH_146,COD_DATA_TYPE_146,COD_MANDATORY_146,T,M,FUNCTION_ID_146
COD_RECTYPE_147,CO,COD_TS_FORMAT_147,689016,IDENTIFIER_147,COD_COL_147,COD_TAG_POS_147,COD_TAG_MODE_147,C,Cod Tname 147,COD_CUBE_FORMAT_147,COD_CUBE_DEFAULTS_147,COD_CUBE_REFCHKS_147,453999,F,COD_CUBE_DEFIND_147,924024,COD_CUBE_FUNCID_147,COD_CUBE_MAND_147,Cod Cube Fldname 147,COD_CUBE_KEYFLDS_147,COD_CUBE_DTYPE_147,COD_CUBE_DLENGTH_147,COD_CUBE_TRACK_147,COD_CUBE_MODIND_147,COD_PROC_TAG_147,343378,COD_DATA_LENGTH_147,COD_DATA_TYPE_147,COD_MANDATORY_147,T,M,FUNCTION_ID_147
