MODULE,CONTRACT_REF_NO,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,EVENT_SEQ_NO,EVENT_DATE,EVENT_CODE,CONTRACT_STATUS,AUTH_STATUS,NEW_VERSION_INDICATOR,REVERSED_EVENT_SEQ_NO,EVENT_VALUE_DATE,ECA_STATUS,WORKFLOW_STATUS,RATE_REVISION_STATUS,RELEASE_BY,RELEASE_DT_STAMP,RATE_ASSIGNED_BY,RATE_ASSIGN_DT_STAMP,RATE_ASSIGN_AUTH_BY,RATE_ASSIGN_AUTH_DT_STAMP,INFORM_STATUS,TRN_TYPE,CUTOFF_STATUS,CUTOFF_EVENT_SEQ_NO,TXN_ID,TXN_BRANCH,ARCHIVE_DATE
MO,CONTRACT_REF_NO_,MAKER_ID_150,2026-02-13,CHECKER_ID_1,2026-02-13,843118,2026-02-13,EVEN,C,A,N,4533,2026-02-13,E,WO,RA,RELEASE_BY_1,2026-02-13,RATE_ASSIGNE,2026-02-13,RATE_ASSIGN_,2026-02-13,I,TRN_TYPE_1,C,2036,TXN0000000000001504,004,2026-02-13
MO,CONTRACT_REF_NO_,MAKER_ID_150,2026-02-14,CHECKER_ID_1,2026-02-14,855462,2026-02-14,EVEN,C,A,N,3014,2026-02-14,E,WO,RA,RELEASE_BY_1,2026-02-14,RATE_ASSIGNE,2026-02-14,RATE_ASSIGN_,2026-02-14,I,TRN_TYPE_1,C,382,TXN0000000000001505,005,2026-02-14
MO,CONTRACT_REF_NO_,MAKER_ID_150,2026-02-15,CHECKER_ID_1,2026-02-15,450081,2026-02-15,EVEN,C,A,N,7503,2026-02-15,E,WO,RA,RELEASE_BY_1,2026-02-15,RATE_ASSIGNE,2026-02-15,RATE_ASSIGN_,2026-02-15,I,TRN_TYPE_1,C,4414,TXN0000000000001506,006,2026-02-15
MO,CONTRACT_REF_NO_,MAKER_ID_150,2026-02-16,CHECKER_ID_1,2026-02-16,584734,2026-02-16,EVEN,C,A,N,6906,2026-02-16,E,WO,RA,RELEASE_BY_1,2026-02-16,RATE_ASSIGNE,2026-02-16,RATE_ASSIGN_,2026-02-16,I,TRN_TYPE_1,C,604,TXN0000000000001507,007,2026-02-16
MO,CONTRACT_REF_NO_,MAKER_ID_150,2026-02-17,CHECKER_ID_1,2026-02-17,792222,2026-02-17,EVEN,C,A,N,5682,2026-02-17,E,WO,RA,RELEASE_BY_1,2026-02-17,RATE_ASSIGNE,2026-02-17,RATE_ASSIGN_,2026-02-17,I,TRN_TYPE_1,C,1530,TXN0000000000001508,008,2026-02-17
MO,CONTRACT_REF_NO_,MAKER_ID_150,2026-02-18,CHECKER_ID_1,2026-02-18,250885,2026-02-18,EVEN,C,A,N,1678,2026-02-18,E,WO,RA,RELEASE_BY_1,2026-02-18,RATE_ASSIGNE,2026-02-18,RATE_ASSIGN_,2026-02-18,I,TRN_TYPE_1,C,1353,TXN0000000000001509,009,2026-02-18
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-19,CHECKER_ID_1,2026-02-19,303105,2026-02-19,EVEN,C,A,N,9189,2026-02-19,E,WO,RA,RELEASE_BY_1,2026-02-19,RATE_ASSIGNE,2026-02-19,RATE_ASSIGN_,2026-02-19,I,TRN_TYPE_1,C,2515,TXN0000000000001510,010,2026-02-19
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-20,CHECKER_ID_1,2026-02-20,547005,2026-02-20,EVEN,C,A,N,1227,2026-02-20,E,WO,RA,RELEASE_BY_1,2026-02-20,RATE_ASSIGNE,2026-02-20,RATE_ASSIGN_,2026-02-20,I,TRN_TYPE_1,C,330,TXN0000000000001511,011,2026-02-20
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-21,CHECKER_ID_1,2026-02-21,533069,2026-02-21,EVEN,C,A,N,1037,2026-02-21,E,WO,RA,RELEASE_BY_1,2026-02-21,RATE_ASSIGNE,2026-02-21,RATE_ASSIGN_,2026-02-21,I,TRN_TYPE_1,C,3803,TXN0000000000001512,012,2026-02-21
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-22,CHECKER_ID_1,2026-02-22,523944,2026-02-22,EVEN,C,A,N,4664,2026-02-22,E,WO,RA,RELEASE_BY_1,2026-02-22,RATE_ASSIGNE,2026-02-22,RATE_ASSIGN_,2026-02-22,I,TRN_TYPE_1,C,9573,TXN0000000000001513,013,2026-02-22
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-23,CHECKER_ID_1,2026-02-23,623354,2026-02-23,EVEN,C,A,N,7847,2026-02-23,E,WO,RA,RELEASE_BY_1,2026-02-23,RATE_ASSIGNE,2026-02-23,RATE_ASSIGN_,2026-02-23,I,TRN_TYPE_1,C,9662,TXN0000000000001514,014,2026-02-23
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-24,CHECKER_ID_1,2026-02-24,879822,2026-02-24,EVEN,C,A,N,3647,2026-02-24,E,WO,RA,RELEASE_BY_1,2026-02-24,RATE_ASSIGNE,2026-02-24,RATE_ASSIGN_,2026-02-24,I,TRN_TYPE_1,C,9293,TXN0000000000001515,015,2026-02-24
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-25,CHECKER_ID_1,2026-02-25,407811,2026-02-25,EVEN,C,A,N,4000,2026-02-25,E,WO,RA,RELEASE_BY_1,2026-02-25,RATE_ASSIGNE,2026-02-25,RATE_ASSIGN_,2026-02-25,I,TRN_TYPE_1,C,1777,TXN0000000000001516,016,2026-02-25
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-26,CHECKER_ID_1,2026-02-26,151354,2026-02-26,EVEN,C,A,N,4187,2026-02-26,E,WO,RA,RELEASE_BY_1,2026-02-26,RATE_ASSIGNE,2026-02-26,RATE_ASSIGN_,2026-02-26,I,TRN_TYPE_1,C,3407,TXN0000000000001517,017,2026-02-26
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-27,CHECKER_ID_1,2026-02-27,721508,2026-02-27,EVEN,C,A,N,6178,2026-02-27,E,WO,RA,RELEASE_BY_1,2026-02-27,RATE_ASSIGNE,2026-02-27,RATE_ASSIGN_,2026-02-27,I,TRN_TYPE_1,C,5352,TXN0000000000001518,018,2026-02-27
MO,CONTRACT_REF_NO_,MAKER_ID_151,2026-02-28,CHECKER_ID_1,2026-02-28,599859,2026-02-28,EVEN,C,U,N,460,2026-02-28,E,WO,RA,RELEASE_BY_1,2026-02-28,RATE_ASSIGNE,2026-02-28,RATE_ASSIGN_,2026-02-28,I,TRN_TYPE_1,C,5944,TXN0000000000001519,019,2026-02-28
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-01,CHECKER_ID_1,2026-03-01,310001,2026-03-01,EVEN,C,A,N,568,2026-03-01,E,WO,RA,RELEASE_BY_1,2026-03-01,RATE_ASSIGNE,2026-03-01,RATE_ASSIGN_,2026-03-01,I,TRN_TYPE_1,C,5293,TXN0000000000001520,020,2026-03-01
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-02,CHECKER_ID_1,2026-03-02,913294,2026-03-02,EVEN,C,A,N,4949,2026-03-02,E,WO,RA,RELEASE_BY_1,2026-03-02,RATE_ASSIGNE,2026-03-02,RATE_ASSIGN_,2026-03-02,I,TRN_TYPE_1,C,2665,TXN0000000000001521,021,2026-03-02
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-03,CHECKER_ID_1,2026-03-03,520618,2026-03-03,EVEN,C,A,N,992,2026-03-03,E,WO,RA,RELEASE_BY_1,2026-03-03,RATE_ASSIGNE,2026-03-03,RATE_ASSIGN_,2026-03-03,I,TRN_TYPE_1,C,7825,TXN0000000000001522,022,2026-03-03
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-04,CHECKER_ID_1,2026-03-04,307460,2026-03-04,EVEN,C,A,N,7859,2026-03-04,E,WO,RA,RELEASE_BY_1,2026-03-04,RATE_ASSIGNE,2026-03-04,RATE_ASSIGN_,2026-03-04,I,TRN_TYPE_1,C,5171,TXN0000000000001523,023,2026-03-04
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-05,CHECKER_ID_1,2026-03-05,84254,2026-03-05,EVEN,C,A,N,7948,2026-03-05,E,WO,RA,RELEASE_BY_1,2026-03-05,RATE_ASSIGNE,2026-03-05,RATE_ASSIGN_,2026-03-05,I,TRN_TYPE_1,C,6401,TXN0000000000001524,024,2026-03-05
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-06,CHECKER_ID_1,2026-03-06,865842,2026-03-06,EVEN,C,A,N,848,2026-03-06,E,WO,RA,RELEASE_BY_1,2026-03-06,RATE_ASSIGNE,2026-03-06,RATE_ASSIGN_,2026-03-06,I,TRN_TYPE_1,C,7123,TXN0000000000001525,025,2026-03-06
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-07,CHECKER_ID_1,2026-03-07,315695,2026-03-07,EVEN,C,A,N,9074,2026-03-07,E,WO,RA,RELEASE_BY_1,2026-03-07,RATE_ASSIGNE,2026-03-07,RATE_ASSIGN_,2026-03-07,I,TRN_TYPE_1,C,3706,TXN0000000000001526,001,2026-03-07
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-08,CHECKER_ID_1,2026-03-08,676312,2026-03-08,EVEN,C,A,N,4494,2026-03-08,E,WO,RA,RELEASE_BY_1,2026-03-08,RATE_ASSIGNE,2026-03-08,RATE_ASSIGN_,2026-03-08,I,TRN_TYPE_1,C,3346,TXN0000000000001527,002,2026-03-08
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-09,CHECKER_ID_1,2026-03-09,336599,2026-03-09,EVEN,C,A,N,8271,2026-03-09,E,WO,RA,RELEASE_BY_1,2026-03-09,RATE_ASSIGNE,2026-03-09,RATE_ASSIGN_,2026-03-09,I,TRN_TYPE_1,C,6848,TXN0000000000001528,003,2026-03-09
MO,CONTRACT_REF_NO_,MAKER_ID_152,2026-03-10,CHECKER_ID_1,2026-03-10,604680,2026-03-10,EVEN,C,A,N,2367,2026-03-10,E,WO,RA,RELEASE_BY_1,2026-03-10,RATE_ASSIGNE,2026-03-10,RATE_ASSIGN_,2026-03-10,I,TRN_TYPE_1,C,3620,TXN0000000000001529,004,2026-03-10
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-11,CHECKER_ID_1,2026-03-11,600968,2026-03-11,EVEN,C,A,N,4793,2026-03-11,E,WO,RA,RELEASE_BY_1,2026-03-11,RATE_ASSIGNE,2026-03-11,RATE_ASSIGN_,2026-03-11,I,TRN_TYPE_1,C,9434,TXN0000000000001530,005,2026-03-11
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-12,CHECKER_ID_1,2026-03-12,903499,2026-03-12,EVEN,C,A,N,2307,2026-03-12,E,WO,RA,RELEASE_BY_1,2026-03-12,RATE_ASSIGNE,2026-03-12,RATE_ASSIGN_,2026-03-12,I,TRN_TYPE_1,C,6125,TXN0000000000001531,006,2026-03-12
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-13,CHECKER_ID_1,2026-03-13,405481,2026-03-13,EVEN,C,A,N,2246,2026-03-13,E,WO,RA,RELEASE_BY_1,2026-03-13,RATE_ASSIGNE,2026-03-13,RATE_ASSIGN_,2026-03-13,I,TRN_TYPE_1,C,1047,TXN0000000000001532,007,2026-03-13
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-14,CHECKER_ID_1,2026-03-14,429637,2026-03-14,EVEN,C,A,N,5487,2026-03-14,E,WO,RA,RELEASE_BY_1,2026-03-14,RATE_ASSIGNE,2026-03-14,RATE_ASSIGN_,2026-03-14,I,TRN_TYPE_1,C,2186,TXN0000000000001533,008,2026-03-14
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-15,CHECKER_ID_1,2026-03-15,114083,2026-03-15,EVEN,C,A,N,8856,2026-03-15,E,WO,RA,RELEASE_BY_1,2026-03-15,RATE_ASSIGNE,2026-03-15,RATE_ASSIGN_,2026-03-15,I,TRN_TYPE_1,C,9135,TXN0000000000001534,009,2026-03-15
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-16,CHECKER_ID_1,2026-03-16,14887,2026-03-16,EVEN,C,A,N,4535,2026-03-16,E,WO,RA,RELEASE_BY_1,2026-03-16,RATE_ASSIGNE,2026-03-16,RATE_ASSIGN_,2026-03-16,I,TRN_TYPE_1,C,636,TXN0000000000001535,010,2026-03-16
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-17,CHECKER_ID_1,2026-03-17,732151,2026-03-17,EVEN,C,A,N,6551,2026-03-17,E,WO,RA,RELEASE_BY_1,2026-03-17,RATE_ASSIGNE,2026-03-17,RATE_ASSIGN_,2026-03-17,I,TRN_TYPE_1,C,9320,TXN0000000000001536,011,2026-03-17
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-18,CHECKER_ID_1,2026-03-18,285401,2026-03-18,EVEN,C,A,N,8072,2026-03-18,E,WO,RA,RELEASE_BY_1,2026-03-18,RATE_ASSIGNE,2026-03-18,RATE_ASSIGN_,2026-03-18,I,TRN_TYPE_1,C,9614,TXN0000000000001537,012,2026-03-18
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-19,CHECKER_ID_1,2026-03-19,72868,2026-03-19,EVEN,C,A,N,1417,2026-03-19,E,WO,RA,RELEASE_BY_1,2026-03-19,RATE_ASSIGNE,2026-03-19,RATE_ASSIGN_,2026-03-19,I,TRN_TYPE_1,C,4560,TXN0000000000001538,013,2026-03-19
MO,CONTRACT_REF_NO_,MAKER_ID_153,2026-03-20,CHECKER_ID_1,2026-03-20,734065,2026-03-20,EVEN,C,A,N,2874,2026-03-20,E,WO,RA,RELEASE_BY_1,2026-03-20,RATE_ASSIGNE,2026-03-20,RATE_ASSIGN_,2026-03-20,I,TRN_TYPE_1,C,8383,TXN0000000000001539,014,2026-03-20
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-21,CHECKER_ID_1,2026-03-21,419136,2026-03-21,EVEN,C,A,N,1712,2026-03-21,E,WO,RA,RELEASE_BY_1,2026-03-21,RATE_ASSIGNE,2026-03-21,RATE_ASSIGN_,2026-03-21,I,TRN_TYPE_1,C,4265,TXN0000000000001540,015,2026-03-21
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-22,CHECKER_ID_1,2026-03-22,817515,2026-03-22,EVEN,C,A,N,233,2026-03-22,E,WO,RA,RELEASE_BY_1,2026-03-22,RATE_ASSIGNE,2026-03-22,RATE_ASSIGN_,2026-03-22,I,TRN_TYPE_1,C,5759,TXN0000000000001541,016,2026-03-22
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-23,CHECKER_ID_1,2026-03-23,913298,2026-03-23,EVEN,C,U,N,2207,2026-03-23,E,WO,RA,RELEASE_BY_1,2026-03-23,RATE_ASSIGNE,2026-03-23,RATE_ASSIGN_,2026-03-23,I,TRN_TYPE_1,C,7013,TXN0000000000001542,017,2026-03-23
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-24,CHECKER_ID_1,2026-03-24,10084,2026-03-24,EVEN,C,A,N,2986,2026-03-24,E,WO,RA,RELEASE_BY_1,2026-03-24,RATE_ASSIGNE,2026-03-24,RATE_ASSIGN_,2026-03-24,I,TRN_TYPE_1,C,2761,TXN0000000000001543,018,2026-03-24
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-25,CHECKER_ID_1,2026-03-25,828721,2026-03-25,EVEN,C,A,N,3162,2026-03-25,E,WO,RA,RELEASE_BY_1,2026-03-25,RATE_ASSIGNE,2026-03-25,RATE_ASSIGN_,2026-03-25,I,TRN_TYPE_1,C,2855,TXN0000000000001544,019,2026-03-25
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-26,CHECKER_ID_1,2026-03-26,806343,2026-03-26,EVEN,C,A,N,2665,2026-03-26,E,WO,RA,RELEASE_BY_1,2026-03-26,RATE_ASSIGNE,2026-03-26,RATE_ASSIGN_,2026-03-26,I,TRN_TYPE_1,C,5230,TXN0000000000001545,020,2026-03-26
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-27,CHECKER_ID_1,2026-03-27,724107,2026-03-27,EVEN,C,A,N,2157,2026-03-27,E,WO,RA,RELEASE_BY_1,2026-03-27,RATE_ASSIGNE,2026-03-27,RATE_ASSIGN_,2026-03-27,I,TRN_TYPE_1,C,5453,TXN0000000000001546,021,2026-03-27
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-28,CHECKER_ID_1,2026-03-28,549112,2026-03-28,EVEN,C,A,N,9075,2026-03-28,E,WO,RA,RELEASE_BY_1,2026-03-28,RATE_ASSIGNE,2026-03-28,RATE_ASSIGN_,2026-03-28,I,TRN_TYPE_1,C,4070,TXN0000000000001547,022,2026-03-28
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-29,CHECKER_ID_1,2026-03-29,642956,2026-03-29,EVEN,C,A,N,8054,2026-03-29,E,WO,RA,RELEASE_BY_1,2026-03-29,RATE_ASSIGNE,2026-03-29,RATE_ASSIGN_,2026-03-29,I,TRN_TYPE_1,C,4275,TXN0000000000001548,023,2026-03-29
MO,CONTRACT_REF_NO_,MAKER_ID_154,2026-03-30,CHECKER_ID_1,2026-03-30,612296,2026-03-30,EVEN,C,A,N,2800,2026-03-30,E,WO,RA,RELEASE_BY_1,2026-03-30,RATE_ASSIGNE,2026-03-30,RATE_ASSIGN_,2026-03-30,I,TRN_TYPE_1,C,1293,TXN0000000000001549,024,2026-03-30
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-03-31,CHECKER_ID_1,2026-03-31,887926,2026-03-31,EVEN,C,A,N,5671,2026-03-31,E,WO,RA,RELEASE_BY_1,2026-03-31,RATE_ASSIGNE,2026-03-31,RATE_ASSIGN_,2026-03-31,I,TRN_TYPE_1,C,5740,TXN0000000000001550,025,2026-03-31
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-01,CHECKER_ID_1,2026-04-01,879863,2026-04-01,EVEN,C,A,N,6733,2026-04-01,E,WO,RA,RELEASE_BY_1,2026-04-01,RATE_ASSIGNE,2026-04-01,RATE_ASSIGN_,2026-04-01,I,TRN_TYPE_1,C,1557,TXN0000000000001551,001,2026-04-01
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-02,CHECKER_ID_1,2026-04-02,689575,2026-04-02,EVEN,C,A,N,5763,2026-04-02,E,WO,RA,RELEASE_BY_1,2026-04-02,RATE_ASSIGNE,2026-04-02,RATE_ASSIGN_,2026-04-02,I,TRN_TYPE_1,C,3759,TXN0000000000001552,002,2026-04-02
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-03,CHECKER_ID_1,2026-04-03,147691,2026-04-03,EVEN,C,A,N,3336,2026-04-03,E,WO,RA,RELEASE_BY_1,2026-04-03,RATE_ASSIGNE,2026-04-03,RATE_ASSIGN_,2026-04-03,I,TRN_TYPE_1,C,8616,TXN0000000000001553,003,2026-04-03
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-04,CHECKER_ID_1,2026-04-04,854188,2026-04-04,EVEN,C,A,N,2678,2026-04-04,E,WO,RA,RELEASE_BY_1,2026-04-04,RATE_ASSIGNE,2026-04-04,RATE_ASSIGN_,2026-04-04,I,TRN_TYPE_1,C,406,TXN0000000000001554,004,2026-04-04
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-05,CHECKER_ID_1,2026-04-05,786491,2026-04-05,EVEN,C,A,N,3244,2026-04-05,E,WO,RA,RELEASE_BY_1,2026-04-05,RATE_ASSIGNE,2026-04-05,RATE_ASSIGN_,2026-04-05,I,TRN_TYPE_1,C,4627,TXN0000000000001555,005,2026-04-05
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-06,CHECKER_ID_1,2026-04-06,739392,2026-04-06,EVEN,C,A,N,9400,2026-04-06,E,WO,RA,RELEASE_BY_1,2026-04-06,RATE_ASSIGNE,2026-04-06,RATE_ASSIGN_,2026-04-06,I,TRN_TYPE_1,C,3239,TXN0000000000001556,006,2026-04-06
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-07,CHECKER_ID_1,2026-04-07,715310,2026-04-07,EVEN,C,A,N,5366,2026-04-07,E,WO,RA,RELEASE_BY_1,2026-04-07,RATE_ASSIGNE,2026-04-07,RATE_ASSIGN_,2026-04-07,I,TRN_TYPE_1,C,6732,TXN0000000000001557,007,2026-04-07
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-08,CHECKER_ID_1,2026-04-08,702577,2026-04-08,EVEN,C,A,N,6405,2026-04-08,E,WO,RA,RELEASE_BY_1,2026-04-08,RATE_ASSIGNE,2026-04-08,RATE_ASSIGN_,2026-04-08,I,TRN_TYPE_1,C,6003,TXN0000000000001558,008,2026-04-08
MO,CONTRACT_REF_NO_,MAKER_ID_155,2026-04-09,CHECKER_ID_1,2026-04-09,305138,2026-04-09,EVEN,C,A,N,2407,2026-04-09,E,WO,RA,RELEASE_BY_1,2026-04-09,RATE_ASSIGNE,2026-04-09,RATE_ASSIGN_,2026-04-09,I,TRN_TYPE_1,C,2023,TXN0000000000001559,009,2026-04-09
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-10,CHECKER_ID_1,2026-04-10,307086,2026-04-10,EVEN,C,A,N,4382,2026-04-10,E,WO,RA,RELEASE_BY_1,2026-04-10,RATE_ASSIGNE,2026-04-10,RATE_ASSIGN_,2026-04-10,I,TRN_TYPE_1,C,3186,TXN0000000000001560,010,2026-04-10
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-11,CHECKER_ID_1,2026-04-11,17697,2026-04-11,EVEN,C,A,N,5362,2026-04-11,E,WO,RA,RELEASE_BY_1,2026-04-11,RATE_ASSIGNE,2026-04-11,RATE_ASSIGN_,2026-04-11,I,TRN_TYPE_1,C,7643,TXN0000000000001561,011,2026-04-11
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-12,CHECKER_ID_1,2026-04-12,371247,2026-04-12,EVEN,C,A,N,9089,2026-04-12,E,WO,RA,RELEASE_BY_1,2026-04-12,RATE_ASSIGNE,2026-04-12,RATE_ASSIGN_,2026-04-12,I,TRN_TYPE_1,C,7826,TXN0000000000001562,012,2026-04-12
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-13,CHECKER_ID_1,2026-04-13,944269,2026-04-13,EVEN,C,A,N,29,2026-04-13,E,WO,RA,RELEASE_BY_1,2026-04-13,RATE_ASSIGNE,2026-04-13,RATE_ASSIGN_,2026-04-13,I,TRN_TYPE_1,C,2800,TXN0000000000001563,013,2026-04-13
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-14,CHECKER_ID_1,2026-04-14,984947,2026-04-14,EVEN,C,A,N,7521,2026-04-14,E,WO,RA,RELEASE_BY_1,2026-04-14,RATE_ASSIGNE,2026-04-14,RATE_ASSIGN_,2026-04-14,I,TRN_TYPE_1,C,533,TXN0000000000001564,014,2026-04-14
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-15,CHECKER_ID_1,2026-04-15,728507,2026-04-15,EVEN,C,U,N,5071,2026-04-15,E,WO,RA,RELEASE_BY_1,2026-04-15,RATE_ASSIGNE,2026-04-15,RATE_ASSIGN_,2026-04-15,I,TRN_TYPE_1,C,2087,TXN0000000000001565,015,2026-04-15
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-16,CHECKER_ID_1,2026-04-16,541534,2026-04-16,EVEN,C,A,N,7464,2026-04-16,E,WO,RA,RELEASE_BY_1,2026-04-16,RATE_ASSIGNE,2026-04-16,RATE_ASSIGN_,2026-04-16,I,TRN_TYPE_1,C,3594,TXN0000000000001566,016,2026-04-16
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-17,CHECKER_ID_1,2026-04-17,382535,2026-04-17,EVEN,C,A,N,9992,2026-04-17,E,WO,RA,RELEASE_BY_1,2026-04-17,RATE_ASSIGNE,2026-04-17,RATE_ASSIGN_,2026-04-17,I,TRN_TYPE_1,C,9449,TXN0000000000001567,017,2026-04-17
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-18,CHECKER_ID_1,2026-04-18,594060,2026-04-18,EVEN,C,A,N,8842,2026-04-18,E,WO,RA,RELEASE_BY_1,2026-04-18,RATE_ASSIGNE,2026-04-18,RATE_ASSIGN_,2026-04-18,I,TRN_TYPE_1,C,9459,TXN0000000000001568,018,2026-04-18
MO,CONTRACT_REF_NO_,MAKER_ID_156,2026-04-19,CHECKER_ID_1,2026-04-19,753003,2026-04-19,EVEN,C,A,N,470,2026-04-19,E,WO,RA,RELEASE_BY_1,2026-04-19,RATE_ASSIGNE,2026-04-19,RATE_ASSIGN_,2026-04-19,I,TRN_TYPE_1,C,2452,TXN0000000000001569,019,2026-04-19
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-20,CHECKER_ID_1,2026-04-20,797834,2026-04-20,EVEN,C,A,N,3146,2026-04-20,E,WO,RA,RELEASE_BY_1,2026-04-20,RATE_ASSIGNE,2026-04-20,RATE_ASSIGN_,2026-04-20,I,TRN_TYPE_1,C,8844,TXN0000000000001570,020,2026-04-20
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-21,CHECKER_ID_1,2026-04-21,679265,2026-04-21,EVEN,C,A,N,185,2026-04-21,E,WO,RA,RELEASE_BY_1,2026-04-21,RATE_ASSIGNE,2026-04-21,RATE_ASSIGN_,2026-04-21,I,TRN_TYPE_1,C,7705,TXN0000000000001571,021,2026-04-21
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-22,CHECKER_ID_1,2026-04-22,243691,2026-04-22,EVEN,C,A,N,4787,2026-04-22,E,WO,RA,RELEASE_BY_1,2026-04-22,RATE_ASSIGNE,2026-04-22,RATE_ASSIGN_,2026-04-22,I,TRN_TYPE_1,C,8523,TXN0000000000001572,022,2026-04-22
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-23,CHECKER_ID_1,2026-04-23,534082,2026-04-23,EVEN,C,A,N,5144,2026-04-23,E,WO,RA,RELEASE_BY_1,2026-04-23,RATE_ASSIGNE,2026-04-23,RATE_ASSIGN_,2026-04-23,I,TRN_TYPE_1,C,9494,TXN0000000000001573,023,2026-04-23
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-24,CHECKER_ID_1,2026-04-24,160077,2026-04-24,EVEN,C,A,N,9893,2026-04-24,E,WO,RA,RELEASE_BY_1,2026-04-24,RATE_ASSIGNE,2026-04-24,RATE_ASSIGN_,2026-04-24,I,TRN_TYPE_1,C,1570,TXN0000000000001574,024,2026-04-24
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-25,CHECKER_ID_1,2026-04-25,621730,2026-04-25,EVEN,C,A,N,7606,2026-04-25,E,WO,RA,RELEASE_BY_1,2026-04-25,RATE_ASSIGNE,2026-04-25,RATE_ASSIGN_,2026-04-25,I,TRN_TYPE_1,C,4045,TXN0000000000001575,025,2026-04-25
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-26,CHECKER_ID_1,2026-04-26,245050,2026-04-26,EVEN,C,A,N,617,2026-04-26,E,WO,RA,RELEASE_BY_1,2026-04-26,RATE_ASSIGNE,2026-04-26,RATE_ASSIGN_,2026-04-26,I,TRN_TYPE_1,C,3537,TXN0000000000001576,001,2026-04-26
MO,CONTRACT_REF_NO_,MAKER_ID_157,2026-04-27,CHECKER_ID_1,2026-04-27,352216,2026-04-27,EVEN,C,A,N,1656,2026-04-27,E,WO,RA,RELEASE_BY_1,2026-04-27,RATE_ASSIGNE,2026-04-27,RATE_ASSIGN_,2026-04-27,I,TRN_TYPE_1,C,113,TXN0000000000001577,002,2026-04-27
